rows,inserts,deletes,duration_ms
1732,1732,0,0.040687
173,173,0,0.135922
6929,6929,0,0.281994
1732,1732,0,0.067264
173,173,0,0.14013
6929,6929,0,0.274543
1732,1732,0,0.042407
173,173,0,0.144413
6929,6929,0,0.287846
1732,1732,0,0.048129
173,173,0,0.142969
6929,6929,0,0.299053
1732,1732,0,0.047319
173,173,0,0.137353
6929,6929,0,0.297596
1732,1732,0,0.04533
173,173,0,0.139653
6929,6929,0,0.312521
1732,1732,0,0.049766
173,173,0,0.151703
6929,6929,0,0.309498
1732,1732,0,0.05406
173,173,0,0.149383
6929,6929,0,0.310219
1732,1732,0,0.048042
173,173,0,0.152233
6929,6929,0,0.295206
1732,1732,0,0.043275
173,173,0,0.133359
6929,6929,0,0.288458
1732,1732,0,0.048559
173,173,0,0.137674
6929,6929,0,0.295063
1732,1732,0,0.048075
173,173,0,0.140042
6929,6929,0,0.298803
1732,1732,0,0.035282
173,173,0,0.1384
6929,6929,0,0.295279
1732,1732,0,0.301774
173,173,0,0.155942
6929,6929,0,0.304449
1732,1732,0,0.048905
173,173,0,0.154032
6929,6929,0,1.66189
1732,1732,0,0.048858
173,173,0,0.157168
6929,6929,0,0.750561
1732,1732,0,0.050739
173,173,0,0.168268
6929,6929,0,0.286231
1732,1732,0,0.044748
173,173,0,0.154014
6929,6929,0,0.316765
1732,1732,0,0.046433
173,173,0,0.169336
6929,6929,0,0.30724
1732,1732,0,0.060076
173,173,0,0.173146
6929,6929,0,0.32061
1732,1732,0,0.043221
173,173,0,0.161819
6929,6929,0,0.289391
1732,1732,0,0.05927
173,173,0,0.161218
6929,6929,0,0.306697
1732,1732,0,0.046444
173,173,0,0.173271
6929,6929,0,0.315848
1732,1732,0,0.046823
173,173,0,0.159931
6929,6929,0,0.294607
1732,1732,0,0.047561
173,173,0,0.15898
6929,6929,0,0.292758
1732,1732,0,0.047799
173,173,0,0.184468
6929,6929,0,0.310356
1732,1732,0,0.050945
173,173,0,0.161574
6929,6929,0,0.289886
1732,1732,0,0.053588
173,173,0,0.224772
6929,6929,0,0.356901
1732,1732,0,0.053959
173,173,0,0.490769
6929,6929,0,0.31073
1732,1732,0,0.051911
173,173,0,0.15862
6929,6929,0,0.297435
1732,1732,0,0.049483
173,173,0,0.155846
6929,6929,0,0.296745
1732,1732,0,0.060658
173,173,0,0.155684
6929,6929,0,0.316884
1732,1732,0,0.046427
173,173,0,0.173716
6929,6929,0,0.304405
1732,1732,0,0.048585
173,173,0,0.165734
6929,6929,0,0.305006
1732,1732,0,0.053315
173,173,0,0.165532
6929,6929,0,0.312988
1732,1732,0,0.052275
173,173,0,0.151847
6929,6929,0,0.302114
1732,1732,0,0.058952
173,173,0,0.156499
6929,6929,0,0.294809
1732,1732,0,0.050367
173,173,0,0.156931
6929,6929,0,0.287884
1732,1732,0,0.05559
173,173,0,0.146514
6929,6929,0,0.301591
1732,1732,0,0.057436
173,173,0,0.150534
6929,6929,0,0.312793
1732,1732,0,0.049765
173,173,0,0.157452
6929,6929,0,0.286491
1732,1732,0,0.05245
173,173,0,0.149905
6929,6929,0,0.302667
1732,1732,0,0.05586
173,173,0,0.153962
6929,6929,0,0.297095
1732,1732,0,0.052358
173,173,0,0.149853
6929,6929,0,0.29695
1732,1732,0,0.046247
173,173,0,0.153036
6929,6929,0,0.301873
1732,1732,0,0.054905
173,173,0,0.146913
6929,6929,0,0.307841
1732,1732,0,0.044992
173,173,0,0.152577
6929,6929,0,0.292557
1732,1732,0,0.057533
173,173,0,0.158242
6929,6929,0,0.302029
1732,1732,0,0.050735
173,173,0,0.159348
6929,6929,0,0.30575
1732,1732,0,0.058071
173,173,0,0.15589
6929,6929,0,0.30124
1732,1732,0,0.043195
173,173,0,0.15672
6929,6929,0,0.336803
1732,1732,0,0.052733
173,173,0,0.16109
6929,6929,0,0.30044
1732,1732,0,0.047884
173,173,0,0.157142
6929,6929,0,0.310224
1732,1732,0,0.046673
173,173,0,0.152796
6929,6929,0,0.309483
1732,1732,0,0.050524
173,173,0,0.149203
6929,6929,0,0.295101
1732,1732,0,0.076864
173,173,0,0.156435
6929,6929,0,0.328474
1732,1732,0,0.05169
173,173,0,0.160216
6929,6929,0,0.314911
1732,1732,0,0.048616
173,173,0,0.161397
6929,6929,0,0.316798
1732,1732,0,0.054084
173,173,0,0.172406
6929,6929,0,0.309718
1732,1732,0,0.047353
173,173,0,0.153914
6929,6929,0,0.30423
1732,1732,0,0.048624
173,173,0,0.158631
6929,6929,0,0.307272
1732,1732,0,0.04841
173,173,0,0.157247
6929,6929,0,0.315015
1732,1732,0,0.052626
173,173,0,0.153985
6929,6929,0,0.312193
1732,1732,0,0.059252
173,173,0,0.154818
6929,6929,0,0.30096
1732,1732,0,0.05413
173,173,0,0.155303
6929,6929,0,0.313135
1732,1732,0,0.060306
173,173,0,0.157658
6929,6929,0,0.306574
1732,1732,0,0.053952
173,173,0,0.151256
6929,6929,0,0.301829
1732,1732,0,0.046707
173,173,0,0.161345
6929,6929,0,0.296736
1732,1732,0,0.058567
173,173,0,0.160053
6929,6929,0,0.301652
1732,1732,0,0.059826
173,173,0,0.160266
6929,6929,0,0.295656
1732,1732,0,0.054033
173,173,0,0.611959
6929,6929,0,0.320369
1732,1732,0,0.054964
173,173,0,0.148076
6929,6929,0,0.307557
1732,1732,0,0.051402
173,173,0,0.151978
6929,6929,0,0.31937
1732,1732,0,0.052002
173,173,0,0.151178
6929,6929,0,0.300364
1732,1732,0,0.058065
173,173,0,0.148936
